Gss year for this respondent                       ,Denied raise without reason at work,Promotions are handled fairly,A woman won't get a job or promotion             ,A man won't get a job or promotion  ,For or against preferential hiring of women      ,Favor preferences in hiring blacks,Sex makes your promotion different,Whites hurt by aff. action,Respondent id number,Ballot used for interview
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2187,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,2188,Ballot b
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2189,Ballot c
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2190,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat unlikely,Don't know,Not applicable,Not applicable,Not very likely,2191,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,2192,Ballot a
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2193,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2194,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Somewhat likely,2195,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,2196,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2197,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2198,Ballot c
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2199,Ballot b
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2200,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Not very likely,2201,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not applicable,2202,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2203,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Very likely,2204,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2205,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,2206,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2207,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2208,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,2209,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Not very likely,2210,Ballot a
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2211,Ballot a
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2212,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2213,Ballot c
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2214,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2215,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Somewhat likely,2216,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,2217,Ballot b
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2218,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2219,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,2220,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2221,Ballot a
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2222,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2223,Ballot c
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2224,Ballot c
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2225,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2226,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2227,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not very likely,2228,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2229,Ballot c
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2230,Ballot c
2014,Not applicable,Not applicable,Not applicable,Dont know,Strongly for,Not applicable,Not applicable,Not applicable,2231,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2232,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,2233,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2234,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not very likely,2235,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,2236,Ballot b
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2237,Ballot b
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2238,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2239,Ballot c
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2240,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2241,Ballot a
2014,Not applicable,Very true,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not applicable,2242,Ballot b
2014,Not applicable,Not at all true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,2243,Ballot a
2014,Not applicable,Very true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2244,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2245,Ballot c
2014,Not applicable,Not too true,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Very likely,2246,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2247,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,2248,Ballot a
2014,Not applicable,Very true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2249,Ballot b
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2250,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,2251,Ballot a
2014,Not applicable,Somewhat true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2252,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2253,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2254,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2255,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2256,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2257,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2258,Ballot a
2014,Not applicable,Dont know,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Very likely,2259,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2260,Ballot a
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2261,Ballot b
2014,Not applicable,Very true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not applicable,2262,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2263,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2264,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2265,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2266,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2267,Ballot c
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,2268,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2269,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2270,Ballot b
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2271,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2272,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2273,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,2274,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2275,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not very likely,2276,Ballot a
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Not very likely,2277,Ballot a
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2278,Ballot b
2014,Not applicable,Not at all true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2279,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Not very likely,2280,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2281,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2282,Ballot b
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2283,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2284,Ballot a
