Gss year for this respondent                       ,Denied raise without reason at work,Promotions are handled fairly,A woman won't get a job or promotion             ,A man won't get a job or promotion  ,For or against preferential hiring of women      ,Favor preferences in hiring blacks,Sex makes your promotion different,Whites hurt by aff. action,Respondent id number,Ballot used for interview
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1395,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1396,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1397,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1398,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1399,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1400,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1401,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1402,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1403,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1404,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1405,Ballot a
2014,Not applicable,Dont know,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1406,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1407,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1408,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1409,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1410,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1411,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1412,Ballot c
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1413,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Don't know,Not applicable,Not applicable,Somewhat likely,1414,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1415,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not very likely,1416,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1417,Ballot c
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1418,Ballot c
2014,Not applicable,Dont know,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1419,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1420,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1421,Ballot c
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1422,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1423,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1424,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1425,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not very likely,1426,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1427,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1428,Ballot c
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1429,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Not applicable,1430,Ballot b
2014,Not applicable,Dont know,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,1431,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Somewhat likely,1432,Ballot a
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not very likely,1433,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1434,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not very likely,1435,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1436,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1437,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1438,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1439,Ballot a
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1440,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Somewhat likely,1441,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1442,Ballot b
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1443,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1444,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1445,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1446,Ballot b
2014,Not applicable,Very true,Not applicable,Dont know,For,Not applicable,Not applicable,Not applicable,1447,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1448,Ballot c
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1449,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1450,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1451,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1452,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1453,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1454,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1455,Ballot b
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1456,Ballot c
2014,Not applicable,Very true,Not applicable,Dont know,Strongly against,Not applicable,Not applicable,Not applicable,1457,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1458,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1459,Ballot b
2014,Not applicable,Dont know,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1460,Ballot b
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1461,Ballot c
2014,Not applicable,Not applicable,Not applicable,Dont know,Against,Not applicable,Not applicable,Not applicable,1462,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,1463,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not applicable,1464,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not very likely,1465,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1466,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1467,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1468,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1469,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1470,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1471,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1472,Ballot c
2014,Not applicable,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1473,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1474,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1475,Ballot b
2014,Not applicable,Very true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1476,Ballot a
2014,Not applicable,Dont know,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,1477,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,1478,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1479,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1480,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Somewhat likely,1481,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1482,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1483,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1484,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1485,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1486,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1487,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1488,Ballot b
2014,Not applicable,Not at all true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,1489,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1490,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1491,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1492,Ballot c
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1493,Ballot c
2014,Not applicable,Very true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1494,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1495,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1496,Ballot a
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1497,Ballot b
2014,Not applicable,Not too true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not applicable,1498,Ballot b
2014,Not applicable,Dont know,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1499,Ballot b
2014,Not applicable,Not too true,Not applicable,Dont know,Strongly against,Not applicable,Not applicable,Not applicable,1500,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1501,Ballot b
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1502,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1503,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Somewhat likely,1504,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1505,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1506,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1507,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1508,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1509,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1510,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1511,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Don't know,Not applicable,Not applicable,Very likely,1512,Ballot a
2014,Not applicable,Not at all true,Not applicable,Very likely,Against,Not applicable,Not applicable,Not applicable,1513,Ballot b
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1514,Ballot a
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1515,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1516,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not very likely,1517,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1518,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1519,Ballot c
2014,Not applicable,Not at all true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1520,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1521,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1522,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1523,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1524,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1525,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1526,Ballot b
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1527,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1528,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,1529,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1530,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,1531,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1532,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1533,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1534,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1535,Ballot b
2014,Not applicable,Not too true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1536,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not very likely,1537,Ballot a
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1538,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Somewhat likely,1539,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1540,Ballot c
2014,Not applicable,Somewhat true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1541,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1542,Ballot c
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1543,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1544,Ballot c
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1545,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1546,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Very likely,1547,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Don't know,Not applicable,Not applicable,Not applicable,1548,Ballot b
2014,Not applicable,Not at all true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1549,Ballot b
2014,Not applicable,Not too true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1550,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1551,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very likely,Against,Not applicable,Not applicable,Somewhat likely,1552,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1553,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1554,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1555,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Not applicable,1556,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not very likely,1557,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1558,Ballot b
2014,Not applicable,Very true,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Not applicable,1559,Ballot b
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1560,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Not very likely,1561,Ballot a
2014,Not applicable,Not at all true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Very likely,1562,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Somewhat likely,1563,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1564,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Somewhat likely,1565,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,1566,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1567,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1568,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1569,Ballot a
2014,Not applicable,Not at all true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1570,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1571,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1572,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1573,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1574,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1575,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not applicable,1576,Ballot b
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1577,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,1578,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1579,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1580,Ballot c
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1581,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1582,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not very likely,1583,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1584,Ballot c
2014,Not applicable,Very true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1585,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1586,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1587,Ballot c
2014,Not applicable,Not at all true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not applicable,1588,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not very likely,1589,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1590,Ballot b
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1591,Ballot b
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1592,Ballot a
2014,Not applicable,Somewhat true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1593,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1594,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1595,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1596,Ballot a
2014,Not applicable,Not too true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1597,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1598,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1599,Ballot b
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1600,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1601,Ballot c
2014,Not applicable,Not too true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1602,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1603,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Not applicable,1604,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1605,Ballot c
2014,Not applicable,Somewhat true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1606,Ballot a
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1607,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Somewhat likely,1608,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,1609,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Somewhat likely,1610,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,1611,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1612,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,1613,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Not applicable,1614,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,1615,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1616,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1617,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Somewhat likely,1618,Ballot a
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1619,Ballot c
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1620,Ballot a
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1621,Ballot b
